t,y,yerr
17.098379988523927,1.7723300809111606,1.0062672760178628
36.68065235707563,-0.7670482036008661,0.9997233158464155
36.81920421526475,-2.818738199022521,0.978588047777625
42.57888042157831,-0.6989889589665012,1.0195464685753892
44.0101338894644,0.38231498567333677,0.9891613889745752
47.078845683181555,1.631395794959713,1.0027058139118021
68.97238118727545,2.1470201726069815,0.9941784009377909
83.52471767736591,-1.0175421233181727,0.9997364942137523
84.8775915496368,3.1793429505298407,1.0067390784779136
100.27398476839066,-0.333477784846692,0.996522479053996
102.75279100773903,1.0583017452402834,0.9995215827067502
115.39966152638236,0.1275806328907505,0.9805798272145837
120.4155638412918,0.24792344614695572,0.9881148080718608
120.49020217812367,1.000644972785513,0.983810300129236
121.1452684680886,0.7930804587662262,0.9987382361458533
123.27588001032296,-2.407999058093809,1.000379193091996
124.99982859827652,-0.3714206943310634,1.0001837830498232
130.7550504663091,-3.2495788377487727,0.9970888778430436
135.61139513644983,1.1288125070482207,1.0065202783206313
136.14937740770495,-2.713172652758512,1.0008282391837326
141.00961747748983,0.57169250131781,1.0005977554775212
149.94413880468716,1.9151456162080924,0.9869980823776311
157.1684440504818,0.3846084100174386,1.0002406280080245
174.71938965139756,0.2839724704015365,0.9990046838089007
190.32184213439407,-1.4431009558875167,0.9883045504873624
221.5378067097894,0.7420493849351937,0.9873545280091577
244.45139117703627,-0.6901331518250544,1.0076186271046201
252.12486026990376,1.0085705258168167,1.0096086682068597
252.923815825849,0.08885913414499558,0.9958635456444315
261.75849257834216,1.7917742738892333,1.0084189910877928
271.6719663625599,-1.6089044842605893,1.0079028710663702
274.88307601190365,-2.2519159114680978,0.9981390783010683
280.24831232665,1.2148614150268524,0.998129637805113
285.45856243763126,-0.6949917537769091,0.9914356763998511
295.4716689461566,-1.4938136521387815,0.9944422755074984
308.09417425301024,0.742118192084076,0.9925006480393652
327.78279966046597,3.1071932503360347,1.0143393419219662
339.7144795063889,1.5175493790222294,1.0236890285863545
362.98022701125853,-0.8593469991232129,1.003575334658995
396.15054106529755,0.09616188846785167,0.9859125466592307
401.4126592324012,0.6326735369169814,0.9941193172640097
414.5996440903568,-1.922568494618801,0.9961859202587314
425.7014290339411,1.315207412989071,0.9967617301288615
433.1435724058896,-0.36271290716697596,1.0104279114981678
438.87528427693354,0.9757258701945873,0.9859123075756343
450.3377896530374,1.7955639536023311,1.0043138729258838
470.86609973805616,-0.016243940783614033,1.005951742018507
472.5433876961703,0.9912395466169035,1.0248328182006856
473.7070089867679,-0.5084394165088819,0.982987028236979
475.261592054423,0.7210050511873138,1.002441807067276
480.89741840321426,-0.9959183717400389,0.9998966251542513
486.7391743655727,3.4924105992635885,1.02948251795368
487.37515191779494,1.0293581490493948,0.9943073672245023
501.978804870108,1.9025635250941144,1.020360210464549
502.00595060101904,1.9529128280581918,1.0079777824381522
506.3335363799201,-0.006853080181771665,0.9982798693930501
510.29828310444015,-0.3497947689941734,0.9872632628420782
540.7866661888504,-0.14005265177516857,1.010099049284888
542.3463605010945,1.4119217988982486,0.9855845987212919
555.9148575294894,-0.8692098336077302,0.9974138545153842
563.2769032778571,1.597091463657756,0.9881510790683721
572.7247562772694,-0.36120817733616595,1.0032895714841463
582.9339417462651,1.2048338861879337,1.0081365741938193
618.4984007033248,-3.8634762664520164,1.0194139037648753
618.639358339878,-2.4597906433139567,0.9955200476972776
628.8041891494687,0.4537906897606075,1.0051928754311834
630.0534495166557,4.570374215348856,0.9971257251148363
641.8639891127107,-0.061568822772571474,0.9854705671142369
662.6991301374442,2.4773482922648795,0.9932187908032049
697.3581533416884,-0.05407890893658762,0.9827843481036093
704.3352443109419,1.8116768331343356,1.0081110582129114
705.3416005180662,0.28758316654591376,0.983891104046385
712.2214114102891,-0.43417718098910746,0.9842635588463903
712.7618278530235,0.08032973708846647,0.9946206704122724
718.2990187847267,-0.7521599556094107,0.9952023651580133
737.9226600832051,-2.6766561077707136,1.0002098284455458
742.7497815991973,-0.7554582844800066,0.9853789713461312
753.6734838028023,-1.638916711231724,0.9853779966716903
764.5293291245401,3.694077887262623,0.9832690798094504
785.9462961193628,2.0612864949514353,0.9898358429424716
797.2393504750357,-3.0757027386052687,0.9967495270511163
804.2690975007101,2.923956313936146,0.9977618541138056
804.3280654969014,1.932453290188223,0.9925161783266387
814.6898784173834,-2.1654772061116114,0.9974714592572594
825.8189179447244,2.5510767893911326,1.0075415654361446
829.442676837529,-0.5554726634520641,1.0034244274869595
836.0689499655907,-1.5476497853418618,0.9927513581454479
837.0601242622438,-0.8248827768100626,0.9959891790546135
872.7614015209863,-1.937684012123114,1.0021880610263227
880.2564775610657,-1.110572680610501,0.9876341997269186
899.0354651811433,-3.3100376183829496,1.0007546777840466
907.4819125077108,3.242853592873809,0.985831177928764
921.5905027748653,-2.309747771253055,1.0011468711349707
942.7657602801256,3.4899750837067804,0.9810769386838247
951.671781719606,-1.1048318688141066,1.011425613373306
953.6830254175834,-3.8306053519461774,1.0002906933676619
957.4646760721472,-2.9922497460069417,0.9887284909029661
962.8024701852473,2.1994729758853087,1.0043746421880695
971.8633903816541,1.3310246396482472,1.0050903152494428
990.4681705551855,0.9374819723845246,0.9972415639171399
